"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2016-01-01T00:00:00.000Z""","GBR","Fadmoor Airfield","PIPER PA31","G-EEJE"," ","","GBR","Landing","Accident",0,true,false,"","None","PA47",false,true,1,"Jet","","[""ARC""]","RS",2016
"""2016-01-02T00:00:00.000Z""","USA","10 km SW of Anaktuvuk Pass Airport, AK (AKP)","Cessna 208B Grand Caravan","N540ME","Wright Air Service","","USA","En route","Accident",0,true,false,true,"","C208",false,true,1,"Turboprop","","[]","TURB",2016
"""2016-01-03T00:00:00.000Z""","USA"," Chicago-O'Hare International Airport, IL (ORD)","Canadair CL-600-2C10 Regional Jet CRJ-702","N164GJ","GoJet Airlines, opf. United Express","USA","USA","Standing","Accident",0,true,true,true,"","CRJ9",false,true,2,"Jet","","[]","RS",2016
"""2016-01-03T00:00:00.000Z""","BRA","Paraty Municipality, State of Rio de Janeiro","BEECH C90 GTI","PP-LMM","Brazil Other","","BRA","Landing","Accident",2,true,false,false,"Fatal","U21",false,true,2,"Turboprop","","[""CFIT""]","CFIT",2016
"""2016-01-03T00:00:00.000Z""","USA","Raleigh","EMBRAER ERJ170 100","N643RW","Other","USA","USA","En route","Accident","",true,true,true,"Serious","E50P",,true,2,"Jet",true,"[""TURB""]","TURB",2016
"""2016-01-04T00:00:00.000Z""","USA"," St. Petersburg-Clearwater International Airport, FL (PIE)","Beechcraft 200 Super King Air","N275X","Skyway Aircraft","","USA","Landing","Accident",0,true,true,false,"","BE20",false,true,2,"Turboprop","","[]","RS",2016
"""2016-01-08T00:00:00.000Z""","SWE","Oajevágge, Norrbottens county","BOMBARDIER CL600 2B19","SE-DUX","Air Sweden Aviation Ab","SWE","SWE","Approach","Accident",2,true,true,true,"Fatal","CRJX",,true,2,"Jet",true,"[""LOC-I"",""SCF-NP""]","LOC-I",2016
"""2016-01-10T00:00:00.000Z""","PRI"," San Juan-Luis Mu�oz Mar�n International Airport (SJU)","Beechcraft B200 Super King Air","N87SA","Island Airlines","","USA","Standing","Accident",0,true,true,false,"","BE20",false,true,2,"Turboprop","","[]","RS",2016
"""2016-01-11T00:00:00.000Z""","","enroute","A346","D-AIHH","Lufthansa",,"DEU","","Accident","",true,true,"","","A346",false,true,4,"Jet","","[]","",2016
"""2016-01-13T00:00:00.000Z""","CHL","Región del Maule","BELL 212","CC-ANN","Chile Faasa Chile Servicio Aéreos Ltda",,"CHL","Approach","Accident",0,true,false,"","None","B212",true,false,2,"Turboprop","","[""LALT""]","OTH",2016
"""2016-01-13T00:00:00.000Z""","ISR","6 NM north from MEGIDO air field.","AYRES S2R T","4X-AWT"," ","","ISR","","Accident",0,true,false,"","Minor","SS2T",false,true,1,"Turboprop","","[""CFIT""]","CFIT",2016
"""2016-01-13T00:00:00.000Z""","","Harbin or Khabarovsk","A319","VP-BUN","Aurora",,"BMU","","Accident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2016
"""2016-01-14T00:00:00.000Z""","GBR","East Midlands Airport","CESSNA 402 B","G-MAPP"," ","","GBR","","Accident",0,true,false,"","None","C402",false,true,2,"Piston","","[""SCF-NP""]","SCF",2016
"""2016-01-14T00:00:00.000Z""","GBR","","BOEING 737 800","EI-EBW","","","IRL","","Accident",0,true,true,true,"","B37M",false,true,2,"Jet",true,"[""TURB""]","TURB",2016
"""2016-01-14T00:00:00.000Z""","NAM","near Windhoek-Hosea Kutako International Airport (WDH)","Airbus A319-112","V5-ANL","Air Namibia","NAM","NAM","Approach","Accident",0,true,true,true,"","A319",false,true,2,"Jet","","[]","RS",2016
"""2016-01-15T00:00:00.000Z""","USA"," Hooper Bay Airport, AK (HPB)","Cessna 208B Grand Caravan","N104AN","Grant Aviation","","USA","Landing","Accident",0,true,false,true,"","C208",false,true,1,"Turboprop","","[]","RS",2016
"""2016-01-16T00:00:00.000Z""","","GOOSE BAY","BEECH 300","5Y-CBX","Kenya Aircraft Leasing Services Limited","","KEN","","Accident",0,true,true,"","None","BE30",false,true,2,"Turboprop","","[""CTOL""]","OTH",2016
"""2016-01-18T00:00:00.000Z""","COD","Kituku village/south KIVU province near to Bukavu","AEROSPATIALE AS350 B3","ZS-RCO","Congo, The Democratic Republic Of Other",,"ZAF","En route","Accident",0,true,false,"","Unknown","AS50",true,false,1,"Turboprop","","[""SCF-NP"",""GCOL""]","RS",2016
"""2016-01-18T00:00:00.000Z""","USA","Cedar Fort","CESSNA 525","N711BX","Other",,"USA","En route","Accident",2,true,false,false,"Fatal","C25M",false,true,2,"Jet","","[""SCF-NP"",""LOC-I""]","LOC-I",2016
"""2016-01-18T00:00:00.000Z""","USA"," Scottsdale Airport, AZ (SCF)","Dassault Falcon 20F-5","N706SB","Sterling LIHTC","","USA","Landing","Accident",0,true,true,false,"","FA20",false,true,2,"Jet","","[]","RS",2016
"""2016-01-20T00:00:00.000Z""","BRA","Londrina Municipality, State of Paraná","AIR TRACTOR AT401 B","PT-WFX","Brazil Other","","BRA","Landing","Accident",6,true,false,false,"Fatal","AT3P",false,true,1,"Piston","","[""SCF-PP""]","SCF",2016
"""2016-01-20T00:00:00.000Z""","ATA"," Amundsen-Scott South Pole Station","DHC-6 Twin Otter 300","C-GCKB","Kenn Borek Air","","CAN","Take-off","Accident",0,true,false,false,"","DHC6",false,true,2,"Turboprop","","[]","RS",2016
