"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2012-01-04T00:00:00.000Z""","VEN","SVVG","MCDONNELL DOUGLAS MD80 - (not coded)","YV469T","0","0","VEN","Landing","Accident",0,true,true,true,"None","F18H",,true,2,"Jet",true,"[""ARC""]","RS",2012
"""2012-01-05T00:00:00.000Z""","VEN","MINA PAÚL EDO BOLIVAR","PZL MIELEC AN2","YV2195","","","VEN","Landing","Accident",0,true,false,"","None","AN2",false,true,1,"Piston","","[""RE""]","RS",2012
"""2012-01-06T00:00:00.000Z""","BRA","","ATR 42-500","PR-TKB","Brazil","BRA","BRA","Unknown","Accident",0,true,true,true,"Serious","AC50",,true,2,"Piston",true,"[""UNK""]","OTH",2012
"""2012-01-06T00:00:00.000Z""","GBR","Near Ely","ROBINSON R22 BETA","G-CHZN","United Kingdom ","","GBR","En route","Accident",1,false,false,false,"Fatal","R22",true,false,1,"Piston","","[""SCF-NP""]","SCF",2012
"""2012-01-07T00:00:00.000Z""","IDN","Sampit","MA-60","PK-MZM","Indonesia Merpati Nusantara Airlines P.t.","IDN","IDN","Landing","Accident",0,true,true,true,"None","LJ60",,true,2,"Jet",true,"[""RE""]","RS",2012
"""2012-01-09T00:00:00.000Z""","VEN","SVMC","CESSNA 172","YV2251","","","VEN","Landing","Accident",0,true,false,"","None","C172",false,true,1,"Piston","","[""ARC""]","RS",2012
"""2012-01-12T00:00:00.000Z""","KEN"," Kichwa Tembo Airstrip","Let L-410UVP-E9","5Y-BSA","Blue Sky Aviation","KEN","KEN","Take-off","Accident",0,true,true,true,"","L200",false,true,2,"Piston","","[]","RS",2012
"""2012-01-15T00:00:00.000Z""",,"Timmins","PILATUS PC12 45","C-FPCN","Canada ",,"CAN","Landing","Accident",0,true,false,"","None","PC12",false,true,1,"Turboprop","","[""RE"",""SCF-PP"",""ARC""]","RS",2012
"""2012-01-16T00:00:00.000Z""","USA","Huntington","DHC8","N839EX","United States Piedmont Aviation Services, Inc. D/b/a Pace Airlines (Winston-salem, Nc)","USA","USA","Taxi","Accident",0,true,true,true,"None","DHC5",,true,2,"Turboprop",true,"[""GCOL""]","RS",2012
"""2012-01-16T00:00:00.000Z""","GBR","","AGUSTA A109 E","G-CRST","United Kingdom Rotormotion Uk Ltd","","GBR","Unknown","Accident",1,true,false,false,"Fatal","A109",true,false,2,"Turboprop","","[]","",2012
"""2012-01-16T00:00:00.000Z""","GBR","","DHC8","G-JEOO","United Kingdom Flybe Ltd","GBR","GBR","Unknown","Accident",0,true,true,true,"Unknown","DHC5",,true,2,"Turboprop",true,"[""UNK""]","RS",2012
"""2012-01-18T00:00:00.000Z""","VEN","AUYANTEPUI, EDO. BOLÍVAR. VZLA","BELL 206 L","YV1985","Venezuela ","","VEN","En route","Accident",5,true,false,"","Fatal","P39",false,true,1,"Piston","","[""OTHR""]","OTH",2012
"""2012-01-18T00:00:00.000Z""","JPN","Over the East China Sea","DE HAVILLAND DHC8 300","JA720A"," ",,"JPN","En route","Accident",0,true,true,false,"None","DH85",false,true,1,"Piston","","[""BIRD""]","RS",2012
"""2012-01-24T00:00:00.000Z""","AFG","Kandahar","MD80 SERIES","EC-JJS","Spain Swiftair S.A.","ESP","ESP","Landing","Accident",0,true,true,true,"None","SBR2",,true,2,"Jet",true,"[""ARC""]","UNK",2012
"""2012-01-30T00:00:00.000Z""","COD","10 km from Namoya","Antonov An-28","9Q-CUN","TRACEP-Congo Aviation","","COD","Approach","Accident",3,true,true,false,"Fatal","AN32",false,true,2,"Turboprop","","[]","CFIT",2012
"""2012-02-02T00:00:00.000Z""","USA","Anchorage","An-124","RA-82046","Russian Federation Volga-Dnepr","RUS","RUS","Approach","Accident","",true,true,true,"Serious","CA12",,true,1,"Turboprop",true,"[""TURB""]","TURB",2012
"""2012-02-02T00:00:00.000Z""","USA"," Pueblo Memorial Airport, CO (PUB)","Learjet 35","N31WS","","","USA","Take-off","Accident",0,true,true,false,"","LJ35",false,true,2,"Jet","","[]","RS",2012
"""2012-02-03T00:00:00.000Z""","USA","","CL-600","N912SW","United States Sky West Aviation, Inc. (St. George, Ut)","USA","USA","Unknown","Accident",0,true,true,true,"Unknown","KP5",,true,1,"Piston",true,"[""UNK""]","RS",2012
"""2012-02-05T00:00:00.000Z""","JPN","On the runway, Sendai Airport","AIRBUS A320","JA8384","Japan Air Nippon","JPN","JPN","Landing","Accident",0,true,true,true,"None","A320",false,true,2,"Jet","","[""ARC""]","RS",2012
"""2012-02-05T00:00:00.000Z""","","cyuw dewar lakes","BEECH 1900","C-FJXL","","","CAN","Landing","Accident",0,true,true,"","","B190",false,true,2,"Turboprop","","[""RE""]","RS",2012
"""2012-02-07T00:00:00.000Z""",,"cen6 vauxhall, 19 nm nw","MILES","C-GJGU","",,"CAN","Take-off","Accident",0,true,false,"","","WHIT",false,true,1,"Piston","","[""ARC"",""RE""]","RS",2012
"""2012-02-07T00:00:00.000Z""","BRA","SBGL-Rio de Janeiro City","A340-300","EC-GLE","Spain Iberia, L.a.e., S.A.","ESP","ESP","Unknown","Accident",0,true,true,true,"Serious","RAV3",,true,1,"Piston",true,"[""TURB"",""UNK""]","TURB",2012
"""2012-02-08T00:00:00.000Z""","BRA","Guajará Bay, Belém City, Sate of Pará","BEECH 90 F90","PT-OFD","Brazil Other","","BRA","Approach","Accident",0,true,false,false,"Minor","U21",false,true,2,"Turboprop","","[""FUEL""]","OTH",2012
"""2012-02-09T00:00:00.000Z""","MDV"," Male International Airport (MLE)","DHC-6 Twin Otter 200","8Q-MAT","Maldivian Air Taxi",,"MDV","Landing","Accident","",true,"",true,"","DHC6",false,true,2,"Turboprop","","[]","RS",2012
"""2012-02-09T00:00:00.000Z""","VEN","SVVA","737-600","N422LA","United States Florida West Airlines (Miami, Fl)","USA","USA","Take-off","Accident",0,true,true,true,"None","B37M",,true,2,"Jet",true,"[""BIRD""]","OTH",2012
"""2012-02-09T00:00:00.000Z""","VEN","REFINERÍA DE AMUAY. VENEZUELA.","CESSNA 402","YV2663","","","VEN","En route","Accident",0,true,false,"","None","C402",false,true,2,"Piston","","[""SCF-PP""]","SCF",2012
"""2012-02-10T00:00:00.000Z""","FRA","AD Cuers Pierrefeu (83)","SOCATA TBM700","D-FALF","Germany ",,"DEU","Landing","Accident",0,true,false,"","Minor","TBM7",false,true,1,"Turboprop","","[""UIMC"",""LOC-I""]","LOC-I",2012
"""2012-02-11T00:00:00.000Z""","USA"," Wheatland-Phifer Airfield, WY","Learjet 31A","N382AL","","","USA","Landing","Accident",0,true,true,false,"","LJ31",false,true,2,"Jet","","[]","RS",2012
"""2012-02-11T00:00:00.000Z""","DEU","Leipzig-Halle","737-800","EI-EFS","Ireland Ryanair","IRL","IRL","Standing","Accident",0,true,true,true,"None","B37M",,true,2,"Jet",true,"[""RAMP""]","RS",2012
"""2012-02-12T00:00:00.000Z""","CAN","Yellowknife","DHC8","C-GECN","Canada","CAN","CAN","Standing","Accident",0,true,true,true,"Serious","DHC5",,true,2,"Turboprop",true,"[""GCOL""]","RS",2012
"""2012-02-12T00:00:00.000Z""","COD"," Bukavu-Kavumu Airport (BKY)","Gulfstream G-IV","N2SA","Trident Aviation Services, opf. Katanga Express","","USA","Landing","Accident",4,true,true,false,"Fatal","GLF3",false,true,2,"Jet","","[]","RS",2012
"""2012-02-12T00:00:00.000Z""","BRA","Campinas Municipality, State of São Paulo","CESSNA 310 R","PT-ONX","Brazil Other",,"BRA","Landing","Accident",0,true,false,false,"None","C310",false,true,2,"Piston","","[""ARC""]","RS",2012
"""2012-02-13T00:00:00.000Z""","USA"," Brooksville-Hernando County Airport, FL","Learjet 55","N75LJ","Jet ICU Air Ambulance Service","","USA","Take-off","Accident",0,true,true,false,"","LJ55",false,true,2,"Jet","","[]","RS",2012
"""2012-02-13T00:00:00.000Z""","ROU","Craiova","Saab 2000","YR-SBK","Romania Carpatair S.A.","ROU","ROU","Take-off","Accident","",true,true,true,"Minor","SB20",,true,2,"Turboprop",true,"[""RE""]","RS",2012
