"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2013-01-02T00:00:00.000Z""","ARG","El Plumerillo Airport, Mendoza","Saab 340","LV-BMD","Argentina","ARG","ARG","Take-off","Accident",0,true,true,true,"None","SF34",,true,2,"Turboprop",true,"[""RE"",""SCF-NP""]","RS",2013
"""2013-01-04T00:00:00.000Z""","VEN"," between Los Roques and Caracas","BN-2A-27 Islander","YV2615","Transaereo 5074","","VEN","En route","Accident",6,true,false,false,"Fatal","BN2P",false,true,2,"Piston","","[]","LOC-I",2013
"""2013-01-08T00:00:00.000Z""","BOL","Santa Cruz","LET L410","CP-2382","Aeroeste","BOL","BOL","Landing","Accident",0,true,true,true,"None","L410",false,true,2,"Turboprop","","[""ARC"",""SCF-NP""]","RS",2013
"""2013-01-15T00:00:00.000Z""","USA","2,5 km W of Pellston Regional Airport, MI (PLN)","Cessna 208B Super Cargomaster","N1120N","Martinaire","","USA","Initial Climb","Accident",1,true,false,false,"Fatal","C208",false,true,1,"Turboprop","","[]","UNK",2013
"""2013-01-16T00:00:00.000Z""","GBR","Near Vauxhall, Central London","AGUSTA A109","G-CRST","United Kingdom Rotormotion Uk Ltd","","GBR","En route","Accident",2,true,false,"","Fatal","A109",true,false,2,"Turboprop","","[]","",2013
"""2013-01-17T00:00:00.000Z""","BRA","Maringá Municipality, PR","PIPER PA31T 1","PT-OVE","","","BRA","Standing","Accident",0,true,false,"","None","PA47",false,true,1,"Jet","","[""SCF-NP""]","SCF",2013
"""2013-01-17T00:00:00.000Z""","USA","Miami","Boeing 777","F-GZNI","France Air France","FRA","FRA","Standing","Accident",0,true,true,true,"None","B37M",,true,2,"Jet",true,"[""GCOL""]","RS",2013
"""2013-01-17T00:00:00.000Z""","DEU","Köln-Bonn","BAe ATP","LX-WAV","Sweden West Air Sweden Ab","LUX","LUX","Standing","Accident",0,true,true,true,"None","ATP",,true,2,"Turboprop",true,"[""RAMP""]","RS",2013
"""2013-01-17T00:00:00.000Z""","MEX","AEROPUERTO DE TUXTLA GUTIERREZ","PIPER PA31P","XB-EZY","Other",,"MEX","Take-off","Accident",8,true,false,"","Fatal","PA47",false,true,1,"Jet","","[""AMAN"",""F-POST"",""SCF-PP"",""LOC-I""]","LOC-I",2013
"""2013-01-19T00:00:00.000Z""","USA","KMCO","AIRBUS A330","G-VKSS","United Kingdom Virgin Atlantic Airways Ltd","GBR","GBR","Take-off","Accident",0,true,true,true,"","EFAN",false,true,2,"Electric","","[""BIRD""]","RS",2013
"""2013-01-23T00:00:00.000Z""","ATA","MOUNT ELIZABETH, ANTARCTICA","DE HAVILLAND DHC6 300","C-GKBC","Canada Kenn Borek Air Ltd.",,"CAN","En route","Accident",3,true,false,false,"Fatal","DH94",false,true,1,"Piston","","[""CFIT""]","CFIT",2013
"""2013-01-25T00:00:00.000Z""","USA","Denver","McDonnell Douglas MD-11","N618FE","Other","USA","USA","Landing","Accident",0,true,true,true,"None","HAR",,true,1,"Jet",true,"[""ARC""]","RS",2013
"""2013-01-25T00:00:00.000Z""","BRA","Boituva Municipality, SP","CESSNA 208","PT-OGL","","","BRA","Approach","Accident",0,true,false,"","Minor","C208",false,true,1,"Turboprop","","[""USOS""]","RS",2013
"""2013-01-25T00:00:00.000Z""","NZL"," Okiwi Station Airport","BN-2B-26 Islander","ZK-DLA","Fly My Sky","","NZL","Landing","Accident",0,true,false,true,"","BN2P",false,true,2,"Piston","","[]","RS",2013
"""2013-01-29T00:00:00.000Z""","GRL","Ilulissat","DE HAVILLAND DHC8","OY-GRI","Denmark Air Greenland A/s","","DNK","Landing","Accident",0,true,true,"","Unknown","VAMP",false,true,1,"Jet","","[""SCF-NP""]","SCF",2013
"""2013-01-29T00:00:00.000Z""","KAZ","4km NE of Alma Ata","Bombardier CRJ-200","UP-CJ006","Kazakhstan Scat","KAZ","KAZ","Approach","Accident",21,true,true,true,"Fatal","GL7T",,true,2,"Jet",true,"[""CFIT""]","CFIT",2013
"""2013-02-02T00:00:00.000Z""","MUS","Port Louis","ATR ATR72","3B-NBN","Mauritius Air Mauritius Limited","","MUS","Landing","Accident",0,true,true,"","None","AT46",false,true,2,"Turboprop","","[""ARC""]","RS",2013
"""2013-02-02T00:00:00.000Z""","ITA","Fiumicino airport (LIRF)","ATR 72","YR-ATS","Romania Carpatair S.A.","ROU","ROU","Landing","Accident","",true,true,true,"Serious","AT46",,true,2,"Turboprop",true,"[""ARC"",""RE""]","RS",2013
"""2013-02-03T00:00:00.000Z""","KOR","","BOEING 767","HL-7507","Korea, South Asiana Airlines","KOR","KOR","Take-off","Accident",0,true,true,true,"None","B37M",false,true,2,"Jet","","[""ICE""]","OTH",2013
"""2013-02-06T00:00:00.000Z""","BRA","Porto Feliz Municipality, State of São Paulo","BEECH 58","PR-JHM","Brazil Other","","BRA","Unknown","Accident",0,true,false,"","Unknown","BE58",false,true,2,"Piston","","[""UNK""]","UNK",2013
"""2013-02-06T00:00:00.000Z""","TUN","Tunis-Cathage (DTTA)","Airbus A320","TS-IMB","Tunisia Tunis Air - Societe Tunisienne De L'air","TUN","TUN","Landing","Accident",0,true,true,true,"None","A320",,true,2,"Jet",true,"[""ARC"",""RE""]","RS",2013
"""2013-02-07T00:00:00.000Z""","UKR"," Knyazhin, Zhytomyr region","Antonov An-2R","UR-54853","Poltava-Aero","","UKR","En route","Accident",0,true,false,false,"","AN72",false,true,2,"Jet","","[]","TURB",2013
"""2013-02-09T00:00:00.000Z""","CAN","CYCP Blue River, BC","Beechcraft 1900","C-FPCO","Canada Pacific Coastal Airline","CAN","CAN","Landing","Accident",0,true,true,true,"None","BE9L",,true,2,"Turboprop",true,"[""RE""]","RS",2013
"""2013-02-10T00:00:00.000Z""","ITA","VCE airport","GULFSTREAM GIV","N310GJ"," ",,"USA","Take-off","Accident",0,true,true,"","None","GLF4",false,true,2,"Jet","","[""SCF-NP""]","SCF",2013
"""2013-02-11T00:00:00.000Z""","LBR","ca 4 km S of Monrovia-Roberts International Airport (ROB)","IPTN/CASA CN-235-220","3X-GGG","Republique de Guin�e","","GIN","Approach","Accident",11,true,true,false,"Fatal","PILL",false,true,1,"Piston","","[]","CFIT",2013
"""2013-02-11T00:00:00.000Z""","OMN","Muscat","Boeing 737","AP-BEH","Pakistan Pakistan International Airlines Corporation","PAK","PAK","Landing","Accident",0,true,true,true,"None","B37M",,true,2,"Jet",true,"[""SCF-NP""]","SCF",2013
"""2013-02-13T00:00:00.000Z""","CHN","187NM at ABEAM MAKNO","Airbus A330","HL7710","Korea, South Air Korea Co. Ltd.","KOR","KOR","En route","Accident","",true,true,true,"Serious","A400",,true,4,"Turboprop",true,"[""TURB""]","TURB",2013
"""2013-02-13T00:00:00.000Z""","UKR","Donetsk airport","ANTONOV AN24 RV","UR-WRA","Ukraine South Airlines",,"UKR","Landing","Accident",5,true,true,"","Fatal","AN24",false,true,2,"Turboprop","","[""F-POST"",""ARC""]","RS",2013
"""2013-02-15T00:00:00.000Z""","DEU","Berlin-Schoenefeld","EMBRAER EMB100","OO-MAS"," ",,"BEL","Unknown","Accident",0,true,false,false,"","E50P",false,true,2,"Jet","","[""RE""]","RS",2013
"""2013-02-16T00:00:00.000Z""","BRA","Perdizes, MG","AIR TRACTOR AT502","PR-PAD","","","BRA","Take-off","Accident",0,true,false,"","Minor","AT5T",false,true,1,"Turboprop","","[""LOC-I""]","LOC-I",2013
"""2013-02-18T00:00:00.000Z""","BRA","Guaraci Municipality, State of São Paulo","PIPER PA23 250","PT-AZT","Brazil Other",,"BRA","Landing","Accident",0,true,false,false,"None","PA47",false,true,1,"Jet","","[""LOC-G"",""RE"",""GCOL""]","RS",2013
"""2013-02-19T00:00:00.000Z""","USA","Pacific Ocean","Boeing 747","N174UA","United States United Air Lines Inc.","USA","USA","En route","Accident","",true,true,true,"Serious","B37M",,true,2,"Jet",true,"[""TURB""]","TURB",2013
"""2013-02-19T00:00:00.000Z""","AUS","","AYRES S2R T","VH-HAH"," ","","AUS","Manoeuvring","Accident",0,true,false,false,"None","SS2T",false,true,1,"Turboprop","","[]","RS",2013
"""2013-02-19T00:00:00.000Z""","USA","KCVG Cincinnati","Embraer ERJ-145","N283SK","United States Chautauqua Airlines (Jamestown, Ny)","USA","USA","Standing","Accident",0,true,true,true,"Serious","M326",,true,1,"Jet",true,"[""CABIN""]","OTH",2013
"""2013-02-20T00:00:00.000Z""","USA"," Thomson-McDuffie County Airport, GA","Hawker Beechcraft 390 Premier IA","N777VG","The Vein Guys","","USA","Initial Climb","Accident",5,true,false,false,"Fatal","PRM1",false,true,2,"Jet","","[]","UNK",2013
"""2013-02-22T00:00:00.000Z""","COD","Djolu","GRUMMAN G159","9Q-CTC"," ",,"COD","Take-off","Accident",0,true,true,"","Serious","G159",false,true,2,"Turboprop","","[""RE"",""UNK""]","RS",2013
"""2013-02-24T00:00:00.000Z""","USA","Tunica","EMBRAER ERJ190","N-164HQ"," ","","USA","Unknown","Accident",0,true,true,"","Serious","E190",false,true,2,"Jet","","[""CABIN""]","OTH",2013
"""2013-02-26T00:00:00.000Z""","EGY","near Luxor","ULTRAMAGIC N425","SU-283"," ","","EGY","Landing","Accident",19,false,false,false,"Fatal","M20P",false,true,1,"Piston","","[""F-NI""]","F-NI",2013
"""2013-02-28T00:00:00.000Z""","SDN","HSWW","LET L410 UVPE","LZ-CCJ","Bulgaria Heli Air Services",,"BGR","Landing","Accident",0,true,true,false,"None","L410",false,true,2,"Turboprop","","[""SCF-NP"",""LOC-G"",""ARC"",""F-POST""]","RS",2013
