"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2010-01-02T00:00:00.000Z""","USA","Somerset, KY","SWEARINGEN SA226 TC","N227ML","Locair","USA","USA","Landing","Accident",0,true,true,true,"None","SW2",,true,2,"Turboprop",true,"[""UNK"",""RE""]","RS",2010
"""2010-01-02T00:00:00.000Z""","COD","Kinshasa","BOEINGGUPPY-101 727 100","9Q-CAA","CAA","ESP","COD","Take-off","Accident",0,true,true,true,"None","R721",,true,3,"Jet",true,"[""SCF-NP""]","SCF",2010
"""2010-01-03T00:00:00.000Z""","ARG","AD San Antonio de Areco - BsAs","BEECH 55","LV-GBW","Argentina Other",,"ARG","Take-off","Accident",0,true,false,"","Serious","BE55",false,true,2,"Piston","","[""AMAN"",""SCF-PP"",""LOC-I"",""RE""]","LOC-I",2010
"""2010-01-04T00:00:00.000Z""","SDN","Heglig a/p","ANTONOV AN12","ST-AQQ","El Magal Aviation","SDN","SDN","Landing","Accident",0,true,true,true,"None","AN12",,true,4,"Turboprop",true,"[""RE""]","RS",2010
"""2010-01-05T00:00:00.000Z""","USA","Auberry","BELL 206","N5016U","United States ",,"USA","Manoeuvring","Accident",4,false,false,"","Fatal","EBOY",false,true,1,"Piston","","[""CFIT""]","CFIT",2010
"""2010-01-05T00:00:00.000Z""","","","BELL 206 L","C-FALC","","","CAN","Approach","Accident",0,true,false,false,"None","XV15",false,true,2,"Turboprop","","[]","RS",2010
"""2010-01-05T00:00:00.000Z""","USA","Prospect Heights","LEARJET 35","N720RA","United States Royal Air Freight, Inc. (Waterford, Mi)",,"USA","Approach","Accident",2,true,true,false,"Fatal","LJ35",false,true,2,"Jet","","[]","CFIT",2010
"""2010-01-06T00:00:00.000Z""","BWA","Piajo Airstrip, Chief's Island","CESSNA 208","A2-AKG","Mack Air",,"BWA","Unknown","Accident",0,true,false,false,"Unknown","C208",false,true,1,"Turboprop","","[""SCF-PP""]","SCF",2010
"""2010-01-06T00:00:00.000Z""","USA","Kearney","BEECH 99","N206AV","Ameriflight",,"USA","Approach","Accident",0,true,false,true,"None","BE99",false,true,2,"Turboprop","","[""ICE"",""ARC""]","RS",2010
"""2010-01-06T00:00:00.000Z""","USA","Auburn","PIPER PA32","N8448Y","","","USA","Landing","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-01-07T00:00:00.000Z""","BHS","Nassau","SAAB 340","C6-SBE","SkyBahamas Airlines","BHS","BHS","Standing","Accident",0,true,true,true,"None","SF34",,true,2,"Turboprop",true,"[""SCF-NP""]","SCF",2010
"""2010-01-07T00:00:00.000Z""","USA","Kalispell","BELL 206","N127TP","","","USA","Landing","Accident",0,false,false,"","None","P39",false,true,1,"Piston","","[]","RS",2010
"""2010-01-07T00:00:00.000Z""","DEU","Nordhorn-Lingen","PIPER PA31","D-IFBU","Germany GER-POL AIR Taxi GmbH",,"DEU","Landing","Accident",0,true,false,"","None","PA47",false,true,1,"Jet","","[""USOS"",""SCF-NP""]","RS",2010
"""2010-01-08T00:00:00.000Z""","USA","","HUGHES 369","N500LW","","","USA","En route","Accident",0,true,false,"","Serious","H500",true,false,1,"Turboprop","","[]","",2010
"""2010-01-08T00:00:00.000Z""","USA","Apple Valley","PIPER PA28","N29285","",,"USA","Landing","Accident",0,false,false,"","None","PA47",false,true,1,"Jet","","[""RE"",""LOC-G"",""UNK""]","RS",2010
"""2010-01-08T00:00:00.000Z""","ECU","hacienda la julia, los rios","AIR TRACTOR AT502","HC-BUT","",,"ECU","Take-off","Accident",0,true,false,false,"Serious","AT5T",false,true,1,"Turboprop","","[""RE"",""SCF-PP""]","RS",2010
"""2010-01-08T00:00:00.000Z""","USA","Sequim","VANS RV8","N747CL","United States ",,"USA","Manoeuvring","Accident",2,false,false,"","Fatal","RV8",false,true,1,"Piston","","[""LOC-I""]","LOC-I",2010
"""2010-01-08T00:00:00.000Z""","USA","Eagle","DASSAULT MYSTERE FALCON20","XA-PCC","Aerotaxis Dos Mil",,"MEX","Take-off","Accident",0,true,true,false,"None","FA20",false,true,2,"Jet","","[""RE"",""SCF-NP""]","RS",2010
"""2010-01-09T00:00:00.000Z""","USA","Lake Isabella","AIRBORNE XT582","N155TD","United States ",,"USA","Manoeuvring","Accident",2,true,false,"","Fatal","CA8",false,true,1,"Turboprop","","[""UNK"",""SCF-NP""]","SCF",2010
"""2010-01-09T00:00:00.000Z""","UKR","","ILYUSHIN IL76","EP-GOM","","","IRN","Landing","Accident",0,true,true,false,"None","IL76",false,true,4,"Jet","","[]","RS",2010
"""2010-01-10T00:00:00.000Z""","MEX","Mexico city","AGUSTA A109","XA-LSA","Mexico Aereosaba, S.A. De C.V.","","MEX","En route","Accident",6,true,false,"","Fatal","A109",true,false,2,"Turboprop","","[]","",2010
"""2010-01-10T00:00:00.000Z""","VEN","Valera","BEECH 100","YV2129","Venezuela ","","VEN","Approach","Accident",6,true,false,"","Fatal","BE10",false,true,2,"Turboprop","","[]","CFIT",2010
"""2010-01-10T00:00:00.000Z""","USA","Honolulu","PIPER PA32","N8934N","United States ","","USA","Approach","Accident",2,false,false,"","Fatal","PA47",false,true,1,"Jet","","[]","RS",2010
"""2010-01-11T00:00:00.000Z""","","CZTA BLOODVEIN RIVER","PIPER PA31P 350","C-FVWY","","","CAN","Landing","Accident",0,true,false,"","None","PA47",false,true,1,"Jet","","[""ARC""]","RS",2010
"""2010-01-11T00:00:00.000Z""","SWE","Helsinki","BAE ATP","SE-MAP","Sweden West Air Sweden Ab",,"SWE","Take-off","Accident",0,true,true,false,"None","ATP",false,true,2,"Turboprop","","[""ICE"",""UNK""]","UNK",2010
"""2010-01-12T00:00:00.000Z""","DEU","Elze","MD HELICOPTER 902","D-HPND","",,"DEU","Landing","Accident",0,true,false,"","None","ELTO",true,false,1,"Piston","","[]","",2010
"""2010-01-13T00:00:00.000Z""","ECU","La Julia","GRUMMAN G164","HC-BPI","",,"ECU","Landing","Accident",0,false,false,"","None","G164",false,true,1,"Piston","","[""RE"",""ARC""]","RS",2010
"""2010-01-13T00:00:00.000Z""","COD","Moba","DE HAVILLAND DHC8","5Y-EMD","CMC Aviation, opf. ECHO Flight",,"KEN","Approach","Accident",0,true,true,false,"None","DHC1",false,true,1,"Piston","","[""RE"",""USOS""]","RS",2010
"""2010-01-14T00:00:00.000Z""","AUS","Beagle Bay (ALA)","CESSNA 208","VH-NTQ","Broome Aviation",,"AUS","En route","Accident",0,true,false,false,"Minor","C208",false,true,1,"Turboprop","","[""SCF-PP"",""OTHR""]","SCF",2010
"""2010-01-14T00:00:00.000Z""","USA","Napa","ERCOUPE G","N2332H","","","USA","Unknown","Accident",0,false,false,"","None","ERCO",false,true,1,"Piston","","[]","RS",2010
"""2010-01-15T00:00:00.000Z""","CHE","Les Eplatures LSGC","BEECH 90","HB-GPL"," ",,"CHE","Take-off","Accident",0,true,false,"","Serious","BE9L",false,true,2,"Turboprop","","[""LOC-G"",""RE""]","RS",2010
"""2010-01-15T00:00:00.000Z""","BRA","","AEROSPATIALE AS350","PT-HLE","","","BRA","En route","Accident",2,true,false,"","Fatal","AS50",true,false,1,"Turboprop","","[]","",2010
"""2010-01-15T00:00:00.000Z""","IRN","Isfahan","FOKKER F27 100","EP-IDA","Iran, Islamic Republic Of Iran National Airlines Corp. (Iran Air)","IRN","IRN","Landing","Accident",0,true,true,true,"None","F27",,true,2,"Turboprop",true,"[""SCF-NP""]","SCF",2010
"""2010-01-15T00:00:00.000Z""","USA","Picayune","VANS RV4","N107SS","United States ","","USA","Take-off","Accident",2,false,false,"","Fatal","RV4",false,true,1,"Piston","","[]","RS",2010
"""2010-01-16T00:00:00.000Z""","","St. Thomas","B762","N251AY","US Airways",,"USA","","Accident","",true,true,"","","B762",false,true,2,"Jet","","[]","",2010
"""2010-01-16T00:00:00.000Z""","CAN","CYZF YELLOWKNIFE","DORNIER 228","C-FUCN","",,"CAN","Landing","Accident",0,true,true,true,"None","D228",,true,2,"Turboprop",true,"[""ARC"",""SCF-NP""]","RS",2010
"""2010-01-16T00:00:00.000Z""","RUS","Moscow","BOEING 737","VQ-BAC","",,"BMU","Taxi","Accident",0,true,true,true,"None","B37M",,true,2,"Jet",true,"[""SCF-NP""]","SCF",2010
"""2010-01-17T00:00:00.000Z""","USA","Corvallis","CESSNA 182","N702","United States ",,"USA","En route","Accident",2,false,false,"","Fatal","C182",false,true,1,"Piston","","[""CFIT""]","CFIT",2010
"""2010-01-17T00:00:00.000Z""","USA","Reno","AEROSPATIALE AS350","N904CF","",,"USA","Take-off","Accident",0,true,false,"","None","AS50",true,false,1,"Turboprop","","[""UNK"",""SCF-PP""]","SCF",2010
"""2010-01-17T00:00:00.000Z""","USA","La Veta","MOONEY M20","N782LU","","","USA","Taxi","Accident",0,false,false,"","Minor","M20P",false,true,1,"Piston","","[]","RS",2010
