"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2008-01-02T00:00:00.000Z""","PHL","Masbate Airport (MBT)","NAMC YS11 A","RP-C3592","Philippines Asian Spirit","PHL","PHL","Landing","Accident",0,true,true,true,"None","YS11",,true,2,"Turboprop",true,"[""RE""]","RS",2008
"""2008-01-02T00:00:00.000Z""","IRN","Tehran-Mehrabad Airport (THR)","FOKKER F27 100","EP-IDB","Iran, Islamic Republic Of Iran National Airlines Corp. (Iran Air)","IRN","IRN","Take-off","Accident",0,true,true,true,"None","F27",,true,2,"Turboprop",true,"[""F-POST"",""ICE""]","OTH",2008
"""2008-01-03T00:00:00.000Z""","USA","Oklahoma City","PILATUS PC12","N398J","",,"USA","Standing","Accident",1,true,false,"","Fatal","PC12",false,true,1,"Turboprop","","[""RAMP""]","RS",2008
"""2008-01-04T00:00:00.000Z""","VEN","A 20 NM del VOR del Gran Roque","LET L410 UVP","YV2081","Venezuela ","VEN","VEN","En route","Accident",14,true,true,true,"Fatal","L410",,true,2,"Turboprop",true,"[""SCF-PP""]","SCF",2008
"""2008-01-05T00:00:00.000Z""","USA","Kodiak","PIPER PA31P 350","N509FN","",,"USA","Take-off","Accident",6,true,false,"","Fatal","PA47",false,true,1,"Jet","","[""LOC-I"",""SCF-NP""]","LOC-I",2008
"""2008-01-05T00:00:00.000Z""","ZAF","Ubundu Lodge","BEECH 55","ZS-PTB","",,"ZAF","Approach","Accident",0,true,false,"","None","BE55",false,true,2,"Piston","","[""TURB"",""OTHR"",""USOS"",""WSTRW""]","RS",2008
"""2008-01-07T00:00:00.000Z""","USA","DeLand","","N801DS","",,"USA","En route","Accident",0,true,false,"","None","RAV3",false,true,1,"Piston","","[""SCF-PP"",""F-NI""]","SCF",2008
"""2008-01-09T00:00:00.000Z""","USA","Detroit","AIRBUS A319","N349NB","Northwest Airlines","USA","USA","Approach","Accident",0,true,true,true,"None","A319",,true,2,"Jet",true,"[""SCF-NP""]","SCF",2008
"""2008-01-09T00:00:00.000Z""","DEU","Frankfurt/Main","AIRBUS A340 300","4R-ADF"," ","CZE","LKA","Standing","Accident",0,true,true,true,"None","A320",,true,2,"Jet",true,"[""RAMP""]","RS",2008
"""2008-01-09T00:00:00.000Z""","ROU","Bacau a/p","BAE AVRO146RJ 200","LZ-HBA","",,"BGR","Landing","Accident",0,true,true,true,"None","M200",,true,1,"Piston",true,"[""ARC"",""ADRM""]","RS",2008
"""2008-01-10T00:00:00.000Z""","","Mount Pearl, NL","AEROSPATIALE AS350","C-FHHH","","","CAN","Manoeuvring","Accident",0,true,false,"","Serious","AS50",true,false,1,"Turboprop","","[""SCF-PP""]","SCF",2008
"""2008-01-10T00:00:00.000Z""","CAN","Penticton, British Columbia","AIRBUS A319","C-GBHZ","Canada Air Canada","CAN","CAN","En route","Accident",0,true,true,true,"Serious","A319",,true,2,"Jet",true,"[""TURB""]","TURB",2008
