"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2009-01-01T00:00:00.000Z""","BRA","","","PT-LDO","",,"BRA","En route","Accident",0,true,false,"","Minor","C17",false,true,4,"Jet","","[""RE"",""SCF-PP""]","RS",2009
"""2009-01-02T00:00:00.000Z""","USA","Philadelphia","AIR TRACTOR AT602 NO SERIES EXISTS","N5013C","","","USA","Unknown","Accident",1,true,false,"","Fatal","AT6T",false,true,1,"Turboprop","","[""UNK""]","UNK",2009
"""2009-01-02T00:00:00.000Z""","ARE","Dubai","ANTONOV AN12","S9-SAM","British Gulf International Airlines","BEL","STP","Landing","Accident",0,true,true,true,"None","AN12",,true,4,"Turboprop",true,"[""RE""]","RS",2009
"""2009-01-02T00:00:00.000Z""","FRA","Molesmes (89)","EUROCOPTER EC135","F-HBMA","France Regourd Aviation",,"FRA","En route","Accident",1,true,false,"","Fatal","EC35",true,false,2,"Turboprop","","[""AMAN"",""LOC-I"",""UNK"",""LALT""]","LOC-I",2009
"""2009-01-03T00:00:00.000Z""","CHL","NACIMIENTO","","CC-CPY","",,"CHL","Approach","Accident",0,true,false,"","Serious","C510",false,true,2,"Jet","","[""F-POST"",""LOC-I""]","LOC-I",2009
"""2009-01-03T00:00:00.000Z""","USA","Brainerd","BEECH G58","N70DD","",,"USA","Landing","Accident",0,true,false,"","None","BE58",false,true,2,"Piston","","[""ARC"",""ICE""]","RS",2009
"""2009-01-03T00:00:00.000Z""","USA","Telluride","LEARJET 45","N279AJ","Aero Jet Services",,"USA","Landing","Accident",0,true,true,false,"Minor","LJ45",false,true,2,"Jet","","[""USOS""]","RS",2009
"""2009-01-03T00:00:00.000Z""","","CYWG WINNIPEG INTL, MANITOBA","BEECH 100","C-GNAA","","","CAN","Landing","Accident",0,true,false,"","None","BE10",false,true,2,"Turboprop","","[""SCF-NP""]","SCF",2009
"""2009-01-04T00:00:00.000Z""","USA","Amelia","SIKORSKY S76","N748P","United States Petroleum Helicopters, Inc. (Lafayette, La)","","USA","En route","Accident",8,true,false,"","Fatal","S76",true,false,2,"Turboprop","","[""UNK""]","UNK",2009
"""2009-01-04T00:00:00.000Z""",," Vancouver International Airport, BC (YVR)","CESSNA 650 CITATION VII","XA-PYN","Aero Cabo",,"MEX","Landing","Accident",0,true,true,false,"None","C650",false,true,2,"Jet","","[""LOC-G"",""RE""]","RS",2009
"""2009-01-04T00:00:00.000Z""","USA","Wilmington","CESSNA 551 CITATION II","N815MA","JODA LLC, opf. Caribair",,"USA","Landing","Accident",0,true,true,false,"None","C551",false,true,2,"Jet","","[""ARC"",""FUEL""]","RS",2009
"""2009-01-05T00:00:00.000Z""","USA","HONOLULU","AEROSPATIALE AS350","N141MK"," ","","USA","Landing","Accident",0,true,false,"","None","AS50",true,false,1,"Turboprop","","[""OTHR""]","OTH",2009
"""2009-01-05T00:00:00.000Z""","BRA","Itupeva Municipality, Sate of São Paulo","AGUSTA A109 C","PT-YFP","Brazil Other",,"BRA","Approach","Accident",1,true,false,"","Fatal","A109",true,false,2,"Turboprop","","[""LOC-I"",""F-POST"",""SCF-PP""]","LOC-I",2009
"""2009-01-05T00:00:00.000Z""","ATA"," Tony Camp","Basler BT-67 Turbo 67 (DC-3T)","C-GEAJ","ALCI Aviation",,"CAN","Unknown","Accident",0,true,true,false,"None","DC3T",false,true,2,"Turboprop","","[""CFIT""]","CFIT",2009
"""2009-01-06T00:00:00.000Z""","USA","Santa Monica","BEECH 100","N45LU"," ",,"USA","Landing","Accident",0,true,false,"","None","BE10",false,true,2,"Turboprop","","[""SCF-NP"",""RE""]","RS",2009
"""2009-01-07T00:00:00.000Z""","BRA","Anori","","PT-HQG","",,"BRA","Take-off","Accident",0,true,false,"","Unknown","CLA",false,true,1,"Piston","","[""BIRD"",""AMAN""]","RS",2009
"""2009-01-07T00:00:00.000Z""","IND","Madhya Pradesh, Rewa","BEECH 90","VT-JIL","","","IND","Landing","Accident",0,true,false,false,"None","U21",false,true,2,"Turboprop","","[""USOS""]","RS",2009
