"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2018-01-01T00:00:00.000Z""","ESP","Barcelona","Airbus A 319","G-EZII","Easyjet","GBR","GBR","","Accident","",true,true,true,"","C295",,true,2,"Turboprop",true,"[""TURB""]","TURB",2018
"""2018-01-01T00:00:00.000Z""","","Boston","A319","N744P","American",,"USA","","Accident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2018
"""2018-01-02T00:00:00.000Z""","","Surabaya","B739","PK-LBJ","Batik",,"IDN","","Accident","",true,true,"","","B739",false,true,2,"Jet","","[]","",2018
"""2018-01-03T00:00:00.000Z""","ITA","Verona","Airbus A 319","G-DBCA","British Airways Plc","GBR","GBR","","Accident","",true,true,true,"","A343",,true,4,"Jet",true,"[""TURB""]","TURB",2018
"""2018-01-04T00:00:00.000Z""","FIN"," Kittil� Airport (KTT)","Gulfstream G150","OE-GKA","Private Airlines Germany","","AUT","Standing","Accident",0,true,true,false,"","G150",false,true,2,"Jet","","[]","RS",2018
"""2018-01-05T00:00:00.000Z""","","Dusseldorf and London","A320","D-AEWK","Eurowings",,"DEU","","Accident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2018
"""2018-01-05T00:00:00.000Z""","CAN"," Toronto-Pearson International Airport, ON (YYZ)","Boeing 737-8CT (WL)","C-FDMB","WestJet","CAN","CAN","Standing","Accident",0,true,true,true,"","B37M",false,true,2,"Jet","","[]","RS",2018
"""2018-01-05T00:00:00.000Z""","CAN","","Boeing 737-8CT/Boeing 737-8FH","C-FDMB/C-FPRP","WestJet/Sunwing Airlines","CAN","CAN","","Accident",0,true,true,true,"","B37M",false,true,2,"Jet",true,"[""EVAC"",""F-POST"",""GCOL""]","RS",2018
"""2018-01-05T00:00:00.000Z""","CAN"," Toronto-Pearson International Airport, ON (YYZ)","Boeing 737-8FH (WL)","C-FPRP","Sunwing Airlines","","CAN","","Accident",0,true,true,false,"","B37M",false,true,2,"Jet","","[]","",2018
"""2018-01-06T00:00:00.000Z""","VEN"," La Paragua Airport","Antonov An-2TP","YV1944","Unknown","","VEN","Initial Climb","Accident",0,true,false,false,"","AN38",false,true,2,"Turboprop","","[]","UNK",2018
"""2018-01-06T00:00:00.000Z""","USA","","BOEING 777","9K-AOC","Kuwait Airways","KWT","KWT","","Accident",0,true,true,true,"","B37M",false,true,2,"Jet",true,"[""RAMP""]","RS",2018
"""2018-01-07T00:00:00.000Z""","SSD"," Akobo","Cessna 208B Grand Caravan","5Y-FDC","Unknown","","KEN","Take-off","Accident",0,true,false,false,"","C208",false,true,1,"Turboprop","","[]","RS",2018
"""2018-01-08T00:00:00.000Z""","","Milan","B738","EI-ENY","Ryanair",,"IRL","","Accident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2018
"""2018-01-09T00:00:00.000Z""","BHS"," Governor's Harbour Airport (GHB)","Embraer EMB-110P1 Bandeirante","C6-MIC","Pineapple Air","BHS","BHS","Landing","Accident",0,true,true,true,"","E110",false,true,2,"Turboprop","","[]","RS",2018
"""2018-01-10T00:00:00.000Z""","USA"," Rock Springs-Sweetwater County Airport, WY (RKS)","Fairchild SA227-AT Merlin IVC","N561UP","Ameriflight","","USA","Taxi","Accident",0,true,true,false,"","MAME",false,true,1,"Piston","","[]","RS",2018
"""2018-01-10T00:00:00.000Z""","POL","Warsaw","DH8D","SP-EQG","LOT Polish Airlines","POL","POL","","Accident","",true,true,true,"","DH8D",,true,2,"Turboprop",true,"[""ARC"",""SCF-NP""]","SCF-NP",2018
"""2018-01-12T00:00:00.000Z""","","Lisbon","B773","D2-TEJ","TAAG",,"AGO","","Accident","",true,true,"","","B773",false,true,2,"Jet","","[]","",2018
"""2018-01-13T00:00:00.000Z""","TUR"," Trabzon Airport (TZX)","Boeing 737-800","TC-CPF","Pegasus Airlines","TUR","TUR","Landing","Accident","",true,true,true,"","B38M",,true,2,"Jet",true,"[""LOC-G"",""RE""]","RS",2018
"""2018-01-13T00:00:00.000Z""","","Munich","CRJ9","D-ACNM","Lufthansa",,"DEU","","Accident","",true,true,"","","CRJ9",false,true,2,"Jet","","[]","",2018
"""2018-01-16T00:00:00.000Z""","BGD"," Jessore Airport (JSR)","British Aerospace BAe-748-347 Srs. 2A","S2-AAX","Bismillah Airlines","","BGD","Taxi","Accident",0,true,true,false,"","EUFI",false,true,2,"Jet","","[]","RS",2018
"""2018-01-17T00:00:00.000Z""","","Mwanza","E190","5H-FJI","Fastjet",,"TZA","","Accident","",true,true,"","","E190",false,true,2,"Jet","","[]","",2018
"""2018-01-17T00:00:00.000Z""","","Phoenix","A319","N819AW","American",,"USA","","Accident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2018
"""2018-01-18T00:00:00.000Z""","USA"," Brownsville-South Padre Island International Airport, TX (BRO)","Convair CV-580F","XA-TRB","Air Tribe","","MEX","Standing","Accident",0,true,true,false,"","B24",false,true,4,"Piston","","[]","RS",2018
"""2018-01-20T00:00:00.000Z""","SOM"," Mogadishu Aden Adde International Airport (MGQ)","Embraer EMB-120ER Brasilia","5Y-CEI","AirTraffic Africa, opf. European Union","","KEN","Taxi","Accident",0,true,true,false,"","E120",false,true,2,"Turboprop","","[]","RS",2018
"""2018-01-20T00:00:00.000Z""","SOM"," Mogadishu Aden Adde International Airport (MGQ)","Let L-410UVP","UR-VTV","Galeyr Airline","","UKR","Unknown","Accident",0,true,true,false,"","Z37P",false,true,1,"Piston","","[]","RS",2018
"""2018-01-20T00:00:00.000Z""","","Kapolei","SH36","N808TR","Trans",,"USA","","Accident","",true,true,"","","SH36",false,true,2,"Turboprop","","[]","",2018
"""2018-01-23T00:00:00.000Z""","","route","en","N13978","Expressjet E145",,"USA","","Accident","",false,false,"","","ARCE",false,true,1,"Electric","","[]","",2018
"""2018-01-25T00:00:00.000Z""","DEU","","A320-214","VP-BKY","Aeroflot","RUS","BMU","","Accident",0,true,true,true,"","A320",false,true,2,"Jet",true,"[""RAMP""]","RS",2018
"""2018-01-25T00:00:00.000Z""","","Baku","B744","I-SWIB","Silk Way Italia",,"ITA","","Accident","",true,true,"","","B744",false,true,4,"Jet","","[]","",2018
