"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2020-01-01T00:00:00.000Z""","USA","","GULFSTREAM - GIV","N962SS","","","USA","","Accident",0,true,true,true,"","GLF3",false,true,2,"Jet",true,"[""TURB""]","TURB",2020
"""2020-01-02T00:00:00.000Z""","","London","A320","G-EUYM","British Airways",,"GBR","","Accident","",true,true,"","","A320",false,true,2,"Jet","","[]","",2020
"""2020-01-03T00:00:00.000Z""","PRI"," San Juan-Fernando Luis Ribas Dominicci Airport (SIG)","Hawker 900XP","N805D","Million Air San Juan","","USA","Landing","Accident",0,true,true,false,"","SHAW",false,true,1,"Jet","","[]","RS",2020
"""2020-01-03T00:00:00.000Z""","","Shanghai","B738","B-5131","Shanghai",,"CHN","","Accident","",true,true,"","","B738",false,true,2,"Jet","","[]","",2020
"""2020-01-04T00:00:00.000Z""","GBR","","LEARJET - 31","N127VL","","","USA","","Accident",0,true,true,true,"","LJ31",false,true,2,"Jet",true,"[""GCOL""]","GCOL",2020
"""2020-01-04T00:00:00.000Z""","USA"," Morristown Municipal Airport, NJ (MMU)","Beechcraft B200 King Air","N200HF","L.C. Whitford Co., Inc.","","USA","Landing","Accident",0,true,true,false,"","BE20",false,true,2,"Turboprop","","[]","RS",2020
"""2020-01-06T00:00:00.000Z""","","Tampa","A319","N534NK","Spirit",,"USA","","Accident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2020
"""2020-01-07T00:00:00.000Z""","TUR","Istanbul","BOEING - 737 - 800 - 82R","TC-CCK","Pegasus Hava Tasimaciligi A.s. (Pegasus)","TUR ","TUR","","Accident","",true,true,true,"","B38M",,true,2,"Jet",true,"[""RE""]","RE",2020
"""2020-01-08T00:00:00.000Z""","USA"," New York-La Guardia Airport, NY (LGA)","BOEING - 737 - 800 - 823","N929NN","American Airlines Inc.","USA ","USA","Standing","Accident",0,true,true,true,"","B37M",,true,2,"Jet",true,"[""RAMP""]","RAMP",2020
"""2020-01-08T00:00:00.000Z""","IRN","near Sabashahr","BOEING - 737 - 800","UR-PSR","Air Ukraine International","UKR ","UKR","En route","Accident",176,true,true,true,"Fatal","B38M",,true,2,"Jet",true,"[""SEC""]","SEC",2020
"""2020-01-10T00:00:00.000Z""","USA","New Orleans","AIRBUS - A320","N1902U","United Air Lines Inc.","USA","USA","","Accident","",true,true,true,"","A320",,true,2,"Jet",true,"[""TURB""]","TURB",2020
"""2020-01-10T00:00:00.000Z""","TUR"," Antalya Airport (AYT)","AIRBUS - A321 - 200 - 231","VQ-BRS","Nord Wind Llc","BMU ","BMU","Landing","Accident","",true,true,true,"","A321",,true,2,"Jet",true,"[""ARC""]","ARC",2020
"""2020-01-11T00:00:00.000Z""","","Minneapolis","B739","N826DN","Delta",,"USA","","Accident","",true,true,"","","B739",false,true,2,"Jet","","[]","",2020
"""2020-01-12T00:00:00.000Z""","JPN","Kitakyushu","BOEING - 737 - 800","HL8243","Jin","KOR","KOR","","Accident","",true,true,true,"","B37M",,true,2,"Jet",true,"[""CABIN"",""TURB""]","TURB; CABIN",2020
"""2020-01-13T00:00:00.000Z""","FIN","Helsinki","AIRBUS - A320 - 200 - 214","OH-LXD","Finnair Oyj","FIN","FIN","","Accident","",true,true,true,"","A320",,true,2,"Jet",true,"[""RAMP""]","RAMP",2020
"""2020-01-16T00:00:00.000Z""","USA","NW off Unalaska-Tom Madsen Airport, AK (DUT)","Beechcraft B200 King Air","N547LM","LifeMed Alaska","","USA","Initial Climb","Accident",0,true,true,false,"","BE20",false,true,2,"Turboprop","","[]","UNK",2020
"""2020-01-16T00:00:00.000Z""","MOZ","Mozambique","AIRBUS - A380 - 800 - 861","A6-EEN","Emirates","ARE ","ARE","","Accident","",true,true,true,"","A30B",,true,2,"Jet",true,"[""TURB""]","TURB",2020
"""2020-01-19T00:00:00.000Z""","CAN"," Shamattawa Airport, MB (ZTM)","FAIRCHILD - 22C7 - A","C-GWVH","Perimeter Aviation Ltd.","CAN ","CAN","Landing","Accident",0,true,true,true,"","SW3",,true,2,"Turboprop",true,"[""LOC-G"",""RE""]","LOC-G; RE",2020
"""2020-01-20T00:00:00.000Z""","DEU","","EMBRAER - EMB505 - PHENOM 300","OK-PHM","","","CZE","","Accident",0,true,true,true,"","E55P",false,true,2,"Jet",true,"[""RAMP""]","RAMP",2020
"""2020-01-20T00:00:00.000Z""","CAN"," Schefferville Airport, QC (YKL)","DE HAVILLAND - DHC8 - 300","C-GXAI","Air Inuit Ltd.","CAN ","CAN","Landing","Accident","",true,true,true,"","MOSQ",,true,2,"Piston",true,"[""ARC""]","ARC",2020
"""2020-01-20T00:00:00.000Z""","ITA","","BOEING - 767 - 200","SE-RLC","West Air Sweden Ab","SWE ","SWE","","Accident",0,true,true,true,"","B37M",false,true,2,"Jet",true,"[""RAMP""]","RAMP",2020
"""2020-01-23T00:00:00.000Z""","AUS","near Cooma, NSW","Lockheed EC-130Q Hercules","N134CG","Coulson Aviation","","USA","Manoeuvring","Accident",3,true,true,false,"Fatal","C130",false,true,4,"Turboprop","","[]","F-NI",2020
"""2020-01-23T00:00:00.000Z""","","Panama City","A319","N703AV","Avianca Costa Rica",,"USA","","Accident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2020
"""2020-01-23T00:00:00.000Z""","ZAF","5 km NW of Friemersheim","CESSNA - 550 - CITATION II","ZS-CAR","S.A. CAA","ZAF","ZAF","En route","Accident",3,true,true,true,"Fatal","C550",,true,2,"Jet",true,"[""AMAN""]","AMAN",2020
"""2020-01-24T00:00:00.000Z""","PRI"," San Juan-Fernando Luis Ribas Dominicci Airport (SIG)","Gulfstream G150","N373ML","Compass Aviation LLC","","USA","Landing","Accident",0,true,true,false,"","G150",false,true,2,"Jet","","[]","RS",2020
"""2020-01-27T00:00:00.000Z""","IRN"," Bandar Mahshahr Airport (MRX)","MCDONNELL DOUGLAS - MD88 - 80","EP-CPZ","Caspian Airlines","IRN","IRN","Landing","Accident","",true,true,true,"","MD88",,true,2,"Jet",true,"[""ARC"",""EVAC"",""RE""]","RE; ARC; EVAC",2020
"""2020-01-28T00:00:00.000Z""","","","BOEING - 737 - 600","C-GWJU","","CAN ","CAN","","Accident",0,true,true,true,"","B37M",false,true,2,"Jet",true,"[""GCOL""]","GCOL",2020
"""2020-01-31T00:00:00.000Z""","CAN"," Terrace Airport, BC (YXT)","DE HAVILLAND - DHC8 - 400","C-FKWE","Westjet Encore","CAN","CAN","Landing","Accident","",true,true,true,"","DH88",,true,2,"Piston",true,"[""RE""]","RE",2020
"""2020-01-31T00:00:00.000Z""","","Kisumu","DH8D","5Y-JXH","Jambo",,"KEN","","Accident","",true,true,"","","DH8D",false,true,2,"Turboprop","","[]","",2020
"""2020-02-01T00:00:00.000Z""","","Salt Lake City","AIRBUS - A380 - 800 - 861","A6-EON","Emirates","ARE ","ARE","","Accident","",true,true,true,"","A30B",,true,2,"Jet",true,"[""TURB""]","TURB",2020
"""2020-02-01T00:00:00.000Z""","SAU"," Dammam-King Fahad International Airport (DMM)","BOEING - 747 - 400 - 412F","TC-MCT","Act Havayollari A.s.","TUR ","TUR","Take-off","Accident","",true,true,true,"","B37M",,true,2,"Jet",true,"[""ARC""]","ARC",2020
"""2020-02-02T00:00:00.000Z""","ESP"," Madrid-Barajas Adolfo Su�rez Airport (MAD)","BOEING - 767 - 300","C-GHOZ","Air Canada","CAN ","CAN","Take-off","Accident","",true,true,true,"","B37M",,true,2,"Jet",true,"[""SCF-NP"",""SCF-PP""]","SCF-NP; SCF-PP",2020
"""2020-02-03T00:00:00.000Z""","USA"," Los Angeles International Airport, CA (LAX)","BOEING - 747 - 400","N703CK","Kalitta Flying Service, Inc. (Morristown, Tn)","USA","USA","Take-off","Accident","",true,true,true,"","B37M",,true,2,"Jet",true,"[""GCOL""]","GCOL",2020
"""2020-02-03T00:00:00.000Z""","","Tomsk","CRJ1","VQ-BNB","Rusline",,"BMU","","Accident","",true,true,"","","CRJ1",false,true,2,"Jet","","[]","",2020
"""2020-02-04T00:00:00.000Z""","USA"," Hooper Bay Airport, AK (HPB)","Cessna 208B Grand Caravan","N454SF","Grant Aviation","","USA","Take-off","Accident",0,true,false,true,"","C208",false,true,1,"Turboprop","","[]","RS",2020
