"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2021-01-02T00:00:00.000Z""","BRA"," Diamantina Airport, MG (DTI)","Learjet 31A","PP-BBV","Brasil Vida T�xi A�reo","","BRA","Landing","Accident",0,true,true,false,"","LJ31",false,true,2,"Jet","","[]","RS",2021
"""2021-01-02T00:00:00.000Z""","USA"," White Plains-Westchester County Airport, NY (HPN)","Beechcraft 200 Super King Air","N831WP","Vagus Group","","USA","Take-off","Accident",0,true,true,false,"","BE20",false,true,2,"Turboprop","","[]","RS",2021
"""2021-01-09T00:00:00.000Z""","IDN","19 km NE of Jakarta-Soekarno-Hatta International Airport (CGK)","Boeing 737-524 (WL)","PK-CLC","Sriwijaya Air","IDN","IDN","En route","Accident",62,true,true,true,"Fatal","B37M",false,true,2,"Jet","","[]","RS",2021
"""2021-01-09T00:00:00.000Z""","USA","23 km SE of Pine Grove, OR","Cessna 560 Citation V","N3RB","SX Transport LLC","","USA","En route","Accident",1,true,true,false,"Fatal","C560",false,true,2,"Jet","","[]","LOC-I",2021
"""2021-01-19T00:00:00.000Z""","GBR"," Exeter Airport (EXT)","Boeing 737-4Q8 (SF)","G-JMCY","West Atlantic (UK)",,"GBR","Landing","Accident","",true,true,"","","B38M",false,true,2,"Jet","","[]","RS",2021
"""2021-01-19T00:00:00.000Z""","GBR"," London-Biggin Hill Airport (BQH)","Avro RJ85","G-JOTR","Jota Aviation","","GBR","","Accident",0,true,true,false,"","RJ85",false,true,4,"Jet","","[]","",2021
"""2021-01-23T00:00:00.000Z""","MEX"," Los Mochis-Federal Airport (LMM)","Canadair CL-600 Challenger 600","N275JP","Global Avionics LLC","","USA","Take-off","Accident",0,true,true,false,"","CL60",false,true,2,"Jet","","[]","RS",2021
"""2021-01-23T00:00:00.000Z""","JAM"," Rocky Point, Clarendon","Rockwell Sabreliner 60","XB-JMR","Aviacion Ejecutiva del Bajio","","MEX","Landing","Accident",0,true,true,false,"","SBR1",false,true,2,"Jet","","[]","RS",2021
"""2021-01-24T00:00:00.000Z""","USA"," Binghamton Airport, NY (BGM)","Raytheon Beechjet 400A","N476BJ","Martinair Inc.","","USA","Taxi","Accident",0,true,true,false,"","BE40",false,true,2,"Jet","","[]","RS",2021
"""2021-01-28T00:00:00.000Z""","USA"," Davenport Airport, IA (DVN)","Beechcraft B300 King Air 350","N217US","MM-Air LLC","","USA","Landing","Accident",0,true,true,false,"","B350",false,true,2,"Turboprop","","[]","RS",2021
"""2021-02-01T00:00:00.000Z""","JPN"," Tokyo-Narita Airport (NRT)","Boeing 747-8KZF","JA13KZ","Nippon Cargo Airlines",,"JPN","Landing","Accident","",true,true,"","","B37M",false,true,2,"Jet","","[]","RS",2021
"""2021-02-07T00:00:00.000Z""","","Iqaluit","B789","G-ZBKG","British Airways",,"GBR","","Accident","",true,true,"","","B789",false,true,2,"Jet","","[]","",2021
"""2021-02-08T00:00:00.000Z""","FRA"," Paris-Le Bourget Airport (LBG)","Embraer EMB-500 Phenom 100","9H-FAM","Luxwing","","MLT","Landing","Accident",0,true,false,false,"","E50P",false,true,2,"Jet","","[]","RS",2021
"""2021-02-13T00:00:00.000Z""","","Leipzig","B752","G-DHKZ","DHL",,"GBR","","Accident","",true,true,"","","B752",false,true,2,"Jet","","[]","",2021
"""2021-02-13T00:00:00.000Z""","USA"," San Diego-Montgomery-Gibbs Executive Airport, CA (MYF)","Dassault Falcon 900EX","N823RC","Aerospike Iron LLC","","USA","Take-off","Accident",0,true,true,false,"","F900",false,true,3,"Jet","","[]","RS",2021
"""2021-02-14T00:00:00.000Z""","MDV"," Mal�-Velana International Airport (MLE)","DHC-6 Twin Otter 300","8Q-RAE","Manta Air",,"MDV","Landing","Accident","",true,"",true,"","DHC6",false,true,2,"Turboprop","","[]","RS",2021
