"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2015-01-02T00:00:00.000Z""","GBR","Stornoway airport (SYY)","Saab 340","G-LGNL","United Kingdom Loganair Ltd","GBR","GBR","Take-off","Accident","",true,true,true,"Minor","SF34",,true,2,"Turboprop",true,"[""OTHR"",""RE"",""SCF-NP"",""LOC-G""]","OTH",2015
"""2015-01-03T00:00:00.000Z""","RUS","Magadan's RWY 10","ANTONOV AN26 B","RA-26082","Russian Federation ",,"RUS","Take-off","Accident","",true,true,"","None","AN26",false,true,2,"Turboprop","","[""SCF-NP"",""RE""]","RS",2015
"""2015-01-04T00:00:00.000Z""","KEN","RWY06, NBO, Nairobi","FOKKER F27 50","5Y-SIB","Kenya ",,"KEN","Landing","Accident","",true,true,"","None","F27",false,true,2,"Turboprop","","[""BIRD"",""SCF-NP"",""ARC""]","RS",2015
"""2015-01-06T00:00:00.000Z""","ITA","Close to Pertica Bassa (BG)","AEROSPATIALE AS350 B3","I-LASW","Italy Heliwest","","ITA","Manoeuvring","Accident",0,true,false,"","None","AS50",true,false,1,"Turboprop","","[""LALT""]","OTH",2015
"""2015-01-09T00:00:00.000Z""","GUY"," Matthews Ridge Airport (MWJ)","Cessna 208B Grand Caravan","8R-GAB","Trans Guyana Airways","","GUY","Landing","Accident",0,true,false,true,"","C208",false,true,1,"Turboprop","","[]","RS",2015
"""2015-01-10T00:00:00.000Z""","GHA","Accra's RWY 03","Boeing 737","ET-AQV","Ethiopia Ethiopian Airlines Corporation","ETH","ETH","Landing","Accident","",true,true,true,"Unknown","B37M",,true,2,"Jet",true,"[""TURB"",""ARC"",""SCF-NP"",""RE""]","TURB",2015
"""2015-01-11T00:00:00.000Z""","IDN"," Enarotali Airport (EWI)","DHC-6 Twin Otter 300","PK-YRU","Trigana Air Service",,"IDN","Landing","Accident","",true,"","","","DHC6",false,true,2,"Turboprop","","[]","RS",2015
"""2015-01-15T00:00:00.000Z""","GBR","Coventry Airport","BAE ATP","G-BTPC"," ",,"GBR","Standing","Accident",0,true,true,false,"None","ATP",false,true,2,"Turboprop","","[""GCOL""]","RS",2015
"""2015-01-16T00:00:00.000Z""","VEN"," Los Roques Airport (LRV)","BN-2A-8 Islander","YV2238","Chapi Air","","VEN","Landing","Accident",0,true,false,false,"","BN2P",false,true,2,"Piston","","[]","RS",2015
"""2015-01-17T00:00:00.000Z""","DNK","EKVD","CESSNA 172 R","OY-JDL"," ",,"DNK","Landing","Accident",0,false,false,false,"None","C172",false,true,1,"Piston","","[""LOC-G""]","RS",2015
"""2015-01-17T00:00:00.000Z""","PHL","Tacloban airport (TAC)","BOMBARDIER BD700 1A11","RP-C9363","Philippines ",,"PHL","Take-off","Accident",0,true,true,false,"Minor","GL5T",false,true,2,"Jet","","[""SCF-NP"",""LOC-G"",""RE""]","RS",2015
