"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2017-01-02T00:00:00.000Z""","TZA"," Sasakwa Airstrip","Reims Cessna F406 Caravan II","5H-WOW","Air Excel","","TZA","Unknown","Accident",0,true,false,false,"","F406",false,true,2,"Turboprop","","[]","RS",2017
"""2017-01-02T00:00:00.000Z""","COD","Banana field, Shabunda Airport","LET L410 UVP","9Q-CBL","Congo, The Democratic Republic Of Doren Aircargo","","COD","Landing","Accident",0,true,false,false,"None","L410",false,true,2,"Turboprop","","[]","RS",2017
"""2017-01-02T00:00:00.000Z""","THA","Khon Kaen","Airbus A320-200","HS-ABB","Thai AirAsia","THA","THA","","Accident","",true,true,true,"","A320",,true,2,"Jet",true,"[""ARC""]","RS",2017
"""2017-01-02T00:00:00.000Z""","COD"," Shabunda Airport","Let L-410UVP","9Q-CZR","Doren Air Congo","","COD","Landing","Accident",0,true,true,false,"","L200",false,true,2,"Piston","","[]","RS",2017
"""2017-01-02T00:00:00.000Z""","","Charlotte and Orlando","A332","N280AY","American",,"USA","","Accident","",true,true,"","","A332",false,true,2,"Jet","","[]","",2017
"""2017-01-02T00:00:00.000Z""","USA"," Scottsdale Airport, AZ (SCF)","Hawker 800XP","N910JD","Pinnacle Air Charter","","USA","Landing","Accident",0,true,true,false,"","SHAW",false,true,1,"Jet","","[]","RS",2017
"""2017-01-03T00:00:00.000Z""","CAN","","Boeing 777-200","AP-BGY","PAKISTAN INTERNATIONAL AIRLINES","PAK","PAK","","Accident",0,true,true,true,"","B37M",false,true,2,"Jet",true,"[""GCOL""]","RS",2017
"""2017-01-03T00:00:00.000Z""","","Kaliningrad","A321","VP-BES","Aeroflot",,"BMU","","Accident","",true,true,"","","A321",false,true,2,"Jet","","[]","",2017
"""2017-01-07T00:00:00.000Z""","","Brussels","A319","D-AIBF","Lufthansa",,"DEU","","Accident","",true,true,"","","A319",false,true,2,"Jet","","[]","",2017
"""2017-01-07T00:00:00.000Z""","","Arabian Sea","A388","A6-EUL","Emirates",,"ARE","","Accident","",true,true,"","","A388",false,true,4,"Jet","","[]","",2017
"""2017-01-07T00:00:00.000Z""","","SSE off Muscat, Oman","Canadair CL-600-2B16 Challenger 604","D-AMSC","MHS Aviation","","DEU","En route","Accident",0,true,true,false,"","CL60",false,true,2,"Jet","","[]","SCF",2017
