"Date","StateOfOccurrence","Location","Model","Registration","Operator","StateOfOperator","StateOfRegistry","FlightPhase","Class","Fatalities","Over2250","Over5700","ScheduledCommercial","InjuryLevel","TypeDesignator","Helicopter","Airplane","Engines","EngineType","Official","OccCats","Risk","Year"
"""2022-01-03T00:00:00.000Z""","ZAF","near Venetia Mine Airport","British Aerospace 4121 Jetstream 41","ZS-NRJ","SA Airlink","","ZAF","Landing","Accident",0,true,true,false,"","JS41",false,true,2,"Turboprop","","[]","RS",2022
"""2022-01-04T00:00:00.000Z""","HND"," Roat�n-Juan Manuel G�lvez International Airport (RTB)","British Aerospace 3101 Jetstream 31","HR-AYY","LANHSA","HND","HND","Landing","Accident",0,true,true,true,"","JS32",false,true,2,"Turboprop","","[]","RS",2022
"""2022-01-05T00:00:00.000Z""","IRN"," Isfahan-Shahid Beheshti Airport (IFN)","Boeing 737-4H6","EP-CAP","Caspian Airlines","IRN","IRN","Landing","Accident",0,true,true,true,"","B37M",false,true,2,"Jet","","[]","RS",2022
"""2022-01-08T00:00:00.000Z""","CHN"," Hangzhou-Xiaoshan International Airport (HGH)","Tupolev Tu-204-100C","RA-64032","Aviastar-TU, opf. Cainiao","","RUS","Standing","Accident",0,true,true,false,"","TU4",false,true,4,"Turboprop","","[]","RS",2022
"""2022-01-19T00:00:00.000Z""","IRN","near Vakilabad, Arzuiyeh","Cessna 208B Grand Caravan EX","YV3033","Mahan Air","","VEN","Landing","Accident",0,true,false,false,"","C208",false,true,1,"Turboprop","","[]","RS",2022
"""2022-01-22T00:00:00.000Z""","USA"," Hayden-Yampa Valley Airport, CO (HDN)","Airbus A320-232","N760JB","JetBlue Airways","USA","USA","Take-off","Accident",0,true,true,true,"","A320",false,true,2,"Jet","","[]","RS",2022
"""2022-01-31T00:00:00.000Z""","CAN"," Thunder Bay Airport, ON (YQT)","Beechcraft B300 King Air 350","C-GEAS","Royal Canadian Air Force - RCAF, opf. Air Tindi","","CAN","Landing","Accident",0,true,true,false,"","B350",false,true,2,"Turboprop","","[]","RS",2022
"""2022-02-02T00:00:00.000Z""","USA"," Islip-Long Island MacArthur Airport (ISP/KISP), NY","Hawker 1000","N207K","","","USA","Standing","Accident",0,true,true,false,"","H25C",false,true,2,"Jet","","[]","RS",2022
"""2022-02-05T00:00:00.000Z""","SSD"," New Fangak Airstrip","Cessna 208B Grand Caravan","5H-TAZ","Care Aviation","","TZA","Unknown","Accident",0,true,false,false,"","C208",false,true,1,"Turboprop","","[]","RS",2022
"""2022-02-08T00:00:00.000Z""","SSD"," Agok Airstrip","Antonov An-26","SP-402","South Sudanese Air Force","","POL","Landing","Accident",0,true,true,false,"","AN24",false,true,2,"Turboprop","","[]","RS",2022
"""2022-02-11T00:00:00.000Z""","RUS","1 km SW of Koryaki, Yelizovsky district, Kamchatka","Antonov An-2R","RA-33599","Kamchatsky Krechet","","RUS","Initial Climb","Accident",2,true,false,false,"Fatal","AN2",false,true,1,"Piston","","[]","UNK",2022
"""2022-02-11T00:00:00.000Z""","ARG"," Mor�n-Ituzaingo Airport, BA","Cessna 501 Citation I/SP","LV-JUO","","","ARG","Landing","Accident",0,true,false,false,"","C501",false,true,2,"Jet","","[]","RS",2022
"""2022-02-14T00:00:00.000Z""","COD"," Bukavu-Kavumu Airport (BKY)","Let L-410UVP-E3","9S-GFA","Doren Air Congo","","COD","Unknown","Accident",0,true,true,false,"","L610",false,true,2,"Turboprop","","[]","RS",2022
"""2022-02-15T00:00:00.000Z""","PRI"," Culebra Airport (CPX)","BN-2A-9 Islander","N821RR","Air Flamenco","","USA","Landing","Accident",0,true,false,false,"","BN2T",false,true,2,"Turboprop","","[]","RS",2022
"""2022-02-15T00:00:00.000Z""","MEX"," Mexico City-Benito Ju�rez International Airport (MEX)","Airbus A319-114","N354NB","Delta Air Lines","USA","USA","Take-off","Accident",0,true,true,true,"","A319",false,true,2,"Jet","","[]","RS",2022
"""2022-02-16T00:00:00.000Z""","COL"," San Andres Island-Gustavo Rojas Pinilla Airport (ADZ)","Swearingen SA226-AT Merlin IV","HK-5225","Colcharter","","COL","Taxi","Accident",0,true,true,false,"","SW2",false,true,2,"Turboprop","","[]","RS",2022
"""2022-02-18T00:00:00.000Z""","USA"," Detroit-Coleman A. Young International Airport, MI (DET/KDET)","Embraer EMB-500 Phenom 100E","N68NH","Eclipse Transport LLC","","USA","Landing","Accident",0,true,false,false,"","E50P",false,true,2,"Jet","","[]","RS",2022
"""2022-02-21T00:00:00.000Z""","USA"," Aspen-Pitkin County Airport, CO (ASE)","Raytheon Hawker 800XP","N99AP","Roper Aviation LLC","","USA","Take-off","Accident",0,true,true,false,"","H25B",false,true,2,"Jet","","[]","RS",2022
"""2022-02-21T00:00:00.000Z""","USA"," Umiat Airport, AK (UMT)","DHC-3T Texas Turbine Otter","N413JP","Bald Mountain Air Services","","USA","Landing","Accident",0,true,false,false,"","B60T",false,true,2,"Turboprop","","[]","RS",2022
"""2022-02-23T00:00:00.000Z""","SSD"," Bor Airport","Cessna 208B Grand Caravan","5X-ASD","Air Serv Limited","","UGA","Landing","Accident",0,true,false,false,"","C208",false,true,1,"Turboprop","","[]","RS",2022
"""2022-02-24T00:00:00.000Z""","USA","0,4 km NE of Oceanside Municipal Airport, CA (OCN)","Cessna 208B Grand Caravan","N10JA","GoJump Oceanside","","USA","Approach","Accident",0,true,false,false,"","C208",false,true,1,"Turboprop","","[]","RS",2022
"""2022-02-26T00:00:00.000Z""","COM","2,5 km NW off Moh�li-Bandar es Eslam Airport (NWA)","Cessna 208B Grand Caravan","5H-MZA","AB Aviation","","TZA","Approach","Accident",14,true,false,true,"Fatal","C208",false,true,1,"Turboprop","","[]","CFIT",2022
